ÜRÜN NO;DIÞ ÇAP;YÜKSEKLÝK
10794;71,5340;5,8170
10795;71,3940;5,8220
10796;71,4680;5,8150
10797;71,4750;5,7740
10798;71,3680;5,7960
10799;71,3880;5,8020
10800;71,4270;5,8170
10801;71,4620;5,7970
10802;71,4710;5,8190
10803;71,4860;5,8360
10804;71,3580;5,8100
10805;71,4020;5,8180
10806;71,4660;5,8240
10807;71,3980;5,7900
10808;71,3180;5,8470
10809;71,4930;5,8070
10810;71,4560;5,8030
10811;71,3960;5,8400
10812;71,3010;5,8200
10813;71,4900;5,8320
10814;71,3570;5,8260
10815;71,4390;5,8130
10816;71,3790;5,7890
10817;71,4790;5,8130
10818;71,3920;5,8010
10819;71,4150;5,8270
10820;71,4180;5,7860
10821;71,3940;5,8290
10822;71,4480;5,8330
10823;71,4390;5,8020
10824;71,3820;5,8050
10825;71,5070;5,8090
10826;71,4580;5,8610
10827;71,4020;5,8450
10828;71,4260;5,8290
10829;71,3940;5,8110
10830;71,2920;5,8710
10831;71,5040;5,8170
10832;71,4050;5,7980
10833;71,4660;5,8010
10834;71,4990;5,8480
10835;71,3910;5,8170
10836;71,3690;5,8130
10837;71,4540;5,8410
10838;71,3560;5,8660
10839;71,4340;5,7960
10840;71,4040;5,8110
10841;71,3520;5,8190
10842;71,3650;5,8100
10843;71,4790;5,8290
10844;71,4910;5,8430
10845;71,4570;5,8340
10846;71,4740;5,8670
10847;71,3920;5,8530
10848;71,4140;5,8320
10849;71,4650;5,7990
10850;71,4710;5,8050
10851;71,3880;5,7760
10852;71,4590;5,8130
10853;71,4900;5,9000
10854;71,4250;5,8340
10855;71,3960;5,8060
10856;71,5020;5,8410
10857;71,5100;5,8300
10858;71,4190;5,8340
10859;71,4540;5,8140
10860;71,3930;5,8420
10861;71,4590;5,8340
10862;71,4940;5,8450
10863;71,4160;5,8090
10864;71,4140;5,8130
10865;71,4310;5,7830
10866;71,3640;5,8300
10867;71,5030;5,8370
10868;71,4440;5,7940
10869;71,4480;5,8390
10870;71,3540;5,8060
10871;71,4300;5,8120
10872;71,4120;5,8490
10873;71,5080;5,7940
10874;71,5140;5,8070
10875;71,3690;5,8200
10876;71,4700;5,8300
10877;71,4870;5,8470
10878;71,4900;5,8340
10879;71,4410;5,8290
10880;71,4430;5,8030
10881;71,5390;5,8200
10882;71,3300;5,8150
10883;71,4590;5,8180
10884;71,4130;5,8740
10885;71,4820;5,8180
10886;71,4510;5,8140
10887;71,4350;5,8440
10888;71,4170;5,8400
10889;71,5220;5,8170
10890;71,5180;5,7980
10891;71,4220;5,8260
10892;71,2840;5,8340
10893;71,5090;5,8370
10894;71,4700;5,8040
10895;71,4260;5,8190
10896;71,4540;5,7940
10897;71,4600;5,8200
10898;71,4330;5,8060
10899;71,3760;5,8430
10900;71,3850;5,8530
10901;71,5080;5,7970
10902;71,4980;5,8170
10903;71,4300;5,8200
10904;71,4540;5,9400
10905;71,3710;5,8310
10906;71,4340;5,7990
10907;71,4490;5,8110
10908;71,4850;5,8160
10909;71,3910;5,8440
10910;71,3960;5,8170
10911;71,4700;5,8170
10912;71,3820;5,7830
10913;71,3320;5,8260
10914;71,4380;5,7790
10915;71,3890;5,7900
10916;71,4190;5,8050
10917;71,4020;5,7890
10918;71,4830;5,8200
10919;71,4480;5,8030
10920;71,4000;5,8110
10921;71,4780;5,9080
10922;71,4390;5,8270
10923;71,3670;5,8400
10924;71,3810;5,7960
10925;71,4240;5,8430
10926;71,4650;5,7980
10927;71,4780;5,7960
10928;71,4930;5,8500
10929;71,4050;5,8480
10930;71,4780;5,7930
10931;71,5240;5,8190
10932;71,4110;5,7770
10933;71,5130;5,8230
10934;71,4520;5,8240
10935;71,4880;5,8180
10936;71,2100;5,8290
10937;71,4930;5,8210
10938;71,3300;5,8090
10939;71,4490;5,8180
10940;71,5250;5,7960
10941;71,4350;5,8420
10942;71,4100;5,8310
10943;71,4200;5,8450
10944;71,4000;5,8050
10945;71,4960;5,7940
10946;71,4990;5,8430
10947;71,4970;5,8180
10948;71,4440;5,8460
10949;71,5040;5,8220
10950;71,3820;5,8860
10951;71,3160;5,8320
10952;71,3700;5,8350
10953;71,4110;5,8160
10954;71,4190;5,8150
10955;71,4260;5,8170
10956;71,4950;5,8150
10957;71,4320;5,8020
10958;71,4060;5,8480
10959;71,5190;5,8030
10960;71,4610;5,7810
10961;71,3260;5,8610
10962;71,4510;5,8300
10963;71,4490;5,8220
10964;71,4040;5,7920
10965;71,3980;5,8180
10966;71,3750;5,8290
10967;71,5020;5,8200
10968;71,4130;5,8230
10969;71,4070;5,8290
10970;71,3850;5,8050
10971;71,3550;5,8070
10972;71,3540;5,8020
10973;71,5180;5,7980
10974;71,5080;5,7950
10975;71,3610;5,8330
10976;71,4300;5,8400
10977;71,5150;5,8090
10978;71,4160;5,7920
10979;71,4170;5,8240
10980;71,4800;5,8000
10981;71,3420;5,8130
10982;71,4230;5,8240
10983;71,3460;5,8080
10984;71,4800;5,8480
10985;71,4420;5,8100
10986;71,3480;5,7860
10987;71,4460;5,7990
10988;71,4920;5,8120
10989;71,4840;5,8140
10990;71,3190;5,8110
10991;71,4760;5,8460
10992;71,4380;5,8350
10993;71,4010;5,7930
10994;71,4910;5,8020
10995;71,2650;5,8390
10996;71,3980;5,8020
10997;71,5050;5,8060
10998;71,4990;5,7960
10999;71,4390;5,8150
11000;71,4350;5,8060
11001;71,4180;5,8450
11002;71,5300;5,8870
11003;71,4910;5,7880
11004;71,4650;5,8330
11005;71,4440;5,7920
11006;71,5010;5,8010
11007;71,4430;5,8340
11008;71,3760;5,8340
11009;71,4300;5,8340
11010;71,4070;5,8300
11011;71,5110;5,8170
11012;71,4140;5,8180
11013;71,4410;5,8770
11014;71,3410;5,8020
11015;71,5260;5,7110
11016;71,5270;5,7780
11017;71,4540;5,8090
11018;71,3850;5,8390
11019;71,4110;5,8070
11020;71,4330;5,8390
11021;71,4790;5,8110
11022;71,4260;5,7970
11023;71,4700;5,8240
11024;71,4860;5,7540
11025;71,4040;5,8240
11026;71,5470;5,8330
11027;71,5090;5,8220
11028;71,3390;5,7850
11029;71,4170;5,7970
11030;71,4820;5,8280
11031;71,4010;5,8150
11032;71,3460;5,8250
11033;71,4110;5,8240
11034;71,4070;5,8050
11035;71,4250;5,8150
11036;71,4310;5,8230
11037;71,3790;5,7980
11038;71,3950;5,8020
11039;71,3820;5,7950
11040;71,4150;5,8240
11041;71,2990;5,8190
11042;71,3940;5,7990
11043;71,4260;5,8070
11044;71,4730;5,8460
11045;71,4710;5,8330
11046;71,4530;5,7990
11047;71,4670;5,8360
11048;71,3730;5,8300
11049;71,4950;5,8150
11050;71,4520;5,8430
11051;71,4890;5,8340
11052;71,3290;5,8240
11053;71,5410;5,8330
11054;71,4010;5,8360
11055;71,4470;5,8070
11056;71,4600;5,8560
11057;71,3570;5,8080
11058;71,4050;5,8330
11059;71,4860;5,8670
11060;71,5510;5,7760
11061;71,4250;5,8030
11062;71,5120;5,8240
11063;71,4030;5,8370
11064;71,5120;5,8500
11065;71,3880;5,7970
11066;71,4700;5,8310
11067;71,4050;5,8040
11068;71,3550;5,8300
11069;71,4450;5,7950
11070;71,3490;5,8170
11071;71,5020;5,8190
11072;71,4420;5,8580
11073;71,3870;5,8150
11074;71,4420;5,8330
11075;71,4420;5,8220
11076;71,4760;5,8360
11077;71,5280;5,7990
11078;71,4330;5,8720
11079;71,4700;5,8500
11080;72,3770;5,7770
11081;71,4020;5,8240
11082;71,4130;5,8110
11083;71,4610;5,8310
11084;71,4910;5,7870
11085;71,5300;5,8260
11086;71,5720;5,7780
11087;71,4670;5,8800
11088;71,4500;5,8090
11089;71,4370;5,7980
11090;71,4200;5,7670
11091;71,3920;5,8160
11092;71,4770;5,8340
11093;71,3460;5,8340
11094;71,4450;5,8020
11095;71,4130;5,9120
11096;71,3680;5,8380
11097;71,2890;5,7800
11098;71,4230;5,7980
11099;71,4640;5,8120
11100;71,4510;5,7980
11101;71,4930;5,7750
11102;71,3580;5,8540
11103;71,4030;5,8000
11104;71,5110;5,8090
11105;71,3210;5,8320
11106;71,4960;5,8040
11107;71,4070;5,7950
11108;71,4010;5,8180
11109;71,4340;5,7940
11110;71,4090;5,8330
11111;71,5130;5,8260
11112;71,4780;5,8370
11113;71,3900;5,8260
11114;71,4700;5,8350
11115;71,4470;5,8140
11116;71,4580;5,8070
11117;71,4930;5,8110
11118;71,4950;5,7710
11119;71,4670;5,8250
11120;71,4060;5,8100
11121;71,3780;5,8210
11122;71,4070;5,8170
11123;71,4720;5,8300
11124;71,4370;5,8990
11125;71,3420;5,8140
11126;71,4380;5,7930
11127;71,4850;5,8130
11128;71,3720;5,8070
11129;71,4800;5,8340
11130;71,4090;5,8480
11131;71,4530;5,8430
11132;71,4840;5,8260
11133;71,3420;5,8770
11134;71,3890;5,7880
11135;71,4660;5,7880
11136;71,4440;5,8460
11137;71,3840;5,8390
11138;71,2710;5,8070
11139;71,5170;5,7460
11140;71,5130;5,7940
11141;71,5000;5,8270
11142;71,4860;5,8020
11143;71,3380;5,7980
11144;71,4130;5,8000
11145;71,4600;5,8540
11146;71,4890;5,8410
11147;71,5000;5,8840
11148;71,3760;5,8240
11149;71,3910;5,7870
11150;71,3860;5,8090
11151;71,4220;5,8140
11152;71,4360;5,8160
11153;71,3740;5,8380
11154;71,4660;5,8350
11155;71,4360;5,8580
11156;71,4090;5,8320
11157;71,4000;5,8400
11158;71,3820;5,8000
11159;71,3830;5,8410
11160;71,3400;5,8110
11161;71,4540;5,7990
11162;71,3790;5,8660
11163;71,3750;5,8540
11164;71,4260;5,8220
11165;71,4430;5,8340
11166;71,3790;5,8150
11167;71,3960;5,8220
11168;71,4040;5,7950
11169;71,3930;5,8030
11170;71,2330;5,8290
11171;71,4790;5,8090
11172;71,4650;5,7930
11173;71,4990;5,9270
11174;71,4950;5,8480
11175;71,4890;5,7920
11176;71,5520;5,8140
11177;71,4470;5,7990
11178;71,4090;5,7980
11179;71,4260;5,7880
11180;71,4790;5,8100
11181;71,4060;5,8080
11182;71,4730;5,8230
11183;71,4320;5,7990
11184;71,3680;5,7960
11185;71,4750;5,8240
11186;71,3840;5,8090
11187;71,3750;5,8020
11188;71,3790;5,8300
11189;71,3830;5,8420
11190;71,4750;5,8150
11191;71,4820;5,8100
11192;72,0520;5,8310
11193;71,3510;5,8150
11194;71,4690;5,8580
11195;71,4480;5,7830
11196;71,5020;5,8210
11197;71,4380;5,8090
11198;71,4220;5,7920
11199;71,4130;5,7970
11200;71,5170;5,9700
11201;71,4200;5,8050
11202;71,4800;5,8150
11203;71,4880;5,8360
11204;71,4950;5,8400
11205;71,5160;5,7740
11206;71,4960;5,7790
11207;71,4070;5,9000
11208;71,4200;5,8360
11209;71,4900;5,8410
11210;71,4320;5,8250
11211;71,4560;5,8610
11212;71,4130;5,8510
11213;71,4860;5,8480
11214;71,3380;5,8240
11215;71,3620;5,8160
11216;71,4110;5,7900
11217;71,4240;5,8320
11218;71,4840;5,8030
11219;71,4710;5,8180
11220;71,4960;5,7890
11221;71,4710;5,8260
11222;71,4000;5,8490
11223;71,3810;5,8460
11224;71,3870;5,8090
11225;71,5120;5,8260
11226;71,4490;5,8650
11227;71,4380;5,7940
11228;71,4580;5,8850
11229;71,3450;5,8020
11230;71,3740;5,7850
11231;71,4800;5,8150
11232;71,4690;5,8420
11233;71,4830;5,8200
11234;71,3450;5,9020
11235;71,5350;5,7570
11236;71,3560;5,7870
11237;71,4070;5,9140
11238;71,4450;5,8130
11239;71,3650;5,8330
11240;71,4970;5,8420
11241;71,4230;5,8230
11242;71,3760;5,7840
11243;71,4990;5,8120
11244;71,4570;5,8210
11245;71,5350;5,8290
11246;71,4130;5,8130
11247;71,3580;5,8260
11248;71,4470;5,8270
11249;71,3450;5,7910
11250;71,4460;5,8350
11251;71,4820;5,8240
11252;71,3680;5,8240
11253;71,4490;5,8400
11254;71,4000;5,8020
11255;71,3430;5,8620
11256;71,4360;5,8030
11257;71,4030;5,8360
11258;71,4300;5,7930
11259;71,4900;5,7910
11260;71,3700;5,8110
11261;71,3730;5,8120
11262;71,3440;5,8450
11263;71,4570;5,8180
11264;71,3770;5,8690
11265;71,3930;5,8510
11266;71,3980;5,8120
11267;71,4450;5,8330
11268;71,3890;5,8330
11269;71,3930;5,8270
11270;71,4740;5,8130
11271;71,4790;5,8530
11272;71,4570;5,8190
11273;71,4570;5,7930
11274;71,5540;5,8220
11275;71,4520;5,8410
11276;71,4620;5,8160
11277;71,3980;5,8020
11278;71,3530;5,7960
11279;71,3570;5,8430
11280;71,3700;5,8260
11281;71,4000;5,8280
11282;71,4310;5,7870
11283;71,3970;5,8270
11284;71,4610;5,8210
11285;71,3720;5,8570
11286;71,5250;5,8450
11287;71,3710;5,7600
11288;71,3550;5,8320
11289;71,4260;5,8420
11290;71,4750;5,8080
11291;71,4500;5,8480
11292;71,5520;5,8180
11293;71,4840;5,8560
11294;71,4520;5,7810
11295;71,4480;5,8130
11296;71,5350;5,8230
11297;71,3240;5,8460
11298;71,4190;5,8300
11299;71,3880;5,8160
11300;71,3980;5,8290
11301;71,5670;5,9600
11302;71,4400;5,8280
11303;71,4530;5,9370
11304;71,4410;5,8800
11305;71,3730;5,8220
11306;71,4360;5,7960
11307;71,4240;5,7940
11308;71,3850;5,7940
11309;71,4810;5,8160
11310;71,4110;5,8280
11311;71,4970;5,8160
11312;71,4710;5,8270
11313;71,3470;5,8490
11314;71,5060;5,8370
11315;71,4060;5,8210
11316;71,4670;5,8070
11317;71,3930;5,7920
11318;71,3340;5,8340
11319;71,4570;5,8360
11320;71,4370;5,7990
11321;71,3840;5,8230
11322;71,4440;5,8130
11323;71,4200;5,8420
11324;71,5480;5,8510
11325;71,5330;5,8320
11326;71,4150;5,8330
11327;71,4240;5,8140
11328;71,4210;5,8150
11329;71,3710;5,8230
11330;71,5200;5,7860
11331;71,3670;5,9600
11332;71,4460;5,8040
11333;71,5140;5,8460
11334;71,4550;5,8410
11335;71,4530;5,8010
11336;71,2880;5,8270
11337;71,3440;5,8240
11338;71,5250;5,8170
11339;71,3470;5,8400
11340;71,3680;5,8110
11341;71,3810;5,8230
11342;71,4990;5,9660
11343;71,3960;5,8440
11344;71,4440;5,8430
11345;71,4700;5,8050
11346;71,4150;5,8110
11347;71,3850;5,8250
11348;71,3720;5,8050
11349;71,4180;5,8200
11350;71,4410;5,8380
11351;71,3770;5,8540
11352;71,4060;5,7990
11353;71,5040;5,8370
11354;71,5620;5,7920
11355;71,5250;5,7850
11356;71,4910;5,8180
11357;71,4810;5,8180
11358;71,3920;5,7820
11359;71,3990;5,8030
11360;71,4160;5,8370
11361;71,4070;5,7950
11362;71,4560;5,8100
11363;71,4270;5,8070
11364;71,3520;5,8650
11365;71,4660;5,8770
11366;71,4970;5,8400
11367;71,4430;5,8130
11368;71,4010;5,8300
11369;71,4510;5,7890
11370;71,4300;5,8100
11371;71,4430;5,7850
11372;71,5290;5,8520
11373;71,3490;5,8500
11374;71,4720;5,8620
11375;71,4570;5,7990
11376;71,4250;5,8490
11377;71,5110;5,8130
11378;71,4730;5,8480
11379;71,4430;5,7960
11380;71,4690;5,8280
11381;71,4510;5,8130
11382;71,4170;5,8170
11383;71,3120;5,8220
11384;71,4610;5,8550
11385;71,4250;5,8250
11386;71,3910;5,7960
11387;71,4410;5,8150
11388;71,4390;5,8150
11389;71,5250;5,8520
11390;71,4690;5,8120
11391;71,4620;5,7970
11392;71,4720;5,8030
11393;71,4790;5,7840
11394;71,3830;5,8000
11395;71,4790;5,8190
11396;71,4530;5,8070
11397;71,4170;5,8350
11398;71,4640;5,8160
11399;71,4780;5,8290
11400;71,4690;5,8110
11401;71,4820;5,8210
11402;71,4140;5,9170
11403;71,5260;5,8470
11404;71,3920;5,8500
11405;71,5000;5,8080
11406;71,3690;5,8210
11407;71,4650;5,8510
11408;71,4350;5,8670
11409;71,5320;5,8210
11410;71,4760;5,8270
11411;71,4570;5,8130
11412;71,3910;5,8160
11413;71,3530;5,7760
11414;71,3420;5,8120
11415;71,4610;5,7880
11416;71,4040;5,8140
11417;71,3830;5,8170
11418;71,4700;5,7950
11419;71,4440;5,8240
11420;71,4390;5,8130
11421;71,5330;5,8220
11422;71,4480;5,8090
11423;71,4730;5,8000
11424;71,4520;5,9070
11425;71,4190;5,8180
11426;71,5430;5,8290
11427;71,4340;5,8390
11428;71,4400;5,8300
11429;71,4450;5,8070
11430;71,4950;5,8020
11431;71,4320;5,8250
11432;71,5310;5,8150
11433;71,2980;5,7960
11434;71,3940;5,8990
11435;71,4570;5,8100
11436;71,5040;5,8330
11437;71,4420;5,8210
11438;71,4370;5,8060
11439;71,4300;5,8070
11440;71,4260;5,8200
11441;71,4520;5,8220
11442;71,4280;5,8140
11443;71,4140;5,7970
11444;71,4050;5,8140
11445;71,5320;5,8300
11446;71,3920;5,8380
11447;71,5150;5,9890
11448;71,4650;5,8140
11449;71,4990;5,8320
11450;71,4810;5,9320
11451;71,4530;5,8280
11452;71,4860;5,8470
11453;71,4270;5,8690
11454;71,4710;5,8230
11455;71,3930;5,8090
11456;71,4260;5,8230
11457;71,5250;5,8100
11458;71,3860;5,7850
11459;71,4630;5,8010
11460;71,4720;5,8140
11461;71,3150;5,8490
11462;71,4200;5,8160
11463;71,4450;5,8090
11464;71,3810;5,8040
11465;71,3550;5,8270
11466;71,3820;5,8170
11467;71,4340;5,8200
11468;71,4990;5,8130
11469;71,3550;5,8120
11470;71,5290;5,7740
11471;71,3800;5,7930
11472;71,3260;5,8240
11473;71,3700;5,8920
11474;71,5110;5,8280
11475;71,4700;5,8310
11476;71,4130;5,8360
11477;71,3470;5,8330
11478;71,3920;5,8200
11479;71,4770;5,8260
11480;71,4590;5,8410
11481;71,5590;5,8590
11482;71,4240;5,8220
11483;71,4790;5,8450
11484;71,2210;5,8490
11485;71,4030;5,8430
11486;71,3600;5,8200
11487;71,4100;5,7580
11488;71,4230;5,8170
11489;71,4120;5,8070
11490;71,4640;5,8040
11491;71,3590;5,8520
11492;71,4340;5,8320
11493;71,3620;5,8140
11494;71,4180;5,8070
11495;71,4480;5,7990
11496;71,4340;5,7910
11497;71,4820;5,8330
11498;71,4120;5,7900
11499;71,3620;5,8320
11500;71,3230;5,7900
11501;71,3530;5,7970
11502;71,4540;5,8370
11503;71,5310;5,8150
11504;71,3800;5,8110
11505;71,4420;5,8180
11506;71,4320;5,8600
11507;71,4530;5,8260
11508;71,4160;5,8080
11509;71,4510;5,8070
11510;71,3840;5,8200
11511;71,4450;5,8140
11512;71,3980;5,7900
11513;71,4100;5,8080
11514;71,3440;5,8260
11515;71,3990;5,7880
11516;71,4930;5,8120
11517;71,4370;5,8280
11518;71,4960;5,8050
11519;71,5410;5,8170
11520;71,5590;5,8110
11521;71,3610;5,8260
11522;71,4860;5,8330
11523;71,4640;5,8140
11524;71,4660;5,7930
11525;71,5100;5,8190
11526;71,4450;5,8100
11527;71,5030;5,8300
11528;71,4360;5,8370
11529;71,4720;5,8240
11530;71,3950;5,8090
11531;71,4300;5,8610
11532;71,4660;5,8180
11533;71,4760;5,8400
11534;71,5260;5,8300
11535;71,4510;5,8280
11536;71,4330;5,7940
11537;71,2510;5,8190
11538;71,6150;5,8210
11539;71,5070;5,8180
11540;71,5300;5,8560
11541;71,4510;5,8050
11542;71,5590;5,7850
11543;71,4280;5,8500
11544;71,4510;5,8330
11545;71,5630;5,8010
11546;71,4570;5,8230
11547;71,5280;5,8380
11548;71,4130;5,8480
11549;71,4680;5,8280
11550;71,4570;5,7940
11551;71,2730;5,8030
11552;71,3920;5,8130
11553;71,4760;5,8410
11554;71,5190;5,7950
11555;71,4520;5,8040
11556;71,4310;5,8140
11557;71,5300;5,8190
11558;71,4220;5,8300
11559;71,3650;5,8370
11560;71,4040;5,8280
11561;71,4070;5,8390
11562;71,4460;5,8790
11563;71,4230;5,7860
11564;71,5140;5,7900
11565;71,5030;5,8200
11566;71,4770;5,8070
11567;71,5630;5,8410
11568;71,4390;5,8140
11569;71,4670;5,8550
11570;71,4110;5,8070
11571;71,5370;5,8160
11572;71,4510;5,7910
11573;71,4810;5,9410
11574;71,5590;5,7940
11575;71,4380;5,8010
11576;71,4230;5,8390
11577;71,4860;5,8500
11578;71,6640;5,8070
11579;71,4060;5,7920
11580;71,3910;5,8270
11581;71,4690;5,8060
11582;71,3850;5,8310
11583;71,3700;5,8200
11584;71,5140;5,8250
11585;71,4770;5,7970
11586;71,4840;5,9140
11587;71,4020;5,8320
11588;71,4870;5,7890
11589;71,4360;5,8500
11590;71,4740;5,8050
11591;71,4750;5,8730
11592;71,4490;5,8110
11593;71,3640;5,8010
11594;71,4590;5,8460
11595;71,5040;5,7960
11596;71,3820;5,8290
11597;71,4530;5,8550
11598;71,4240;5,8220
11599;71,4710;5,8190
11600;71,3940;5,8340
11601;71,4290;5,8750
11602;71,4770;5,8030
11603;71,3350;5,8470
11604;71,4700;5,8410
11605;71,5100;5,8210
11606;71,3560;5,8000
11607;71,4020;5,8300
11608;72,0450;5,8230
11609;71,5190;5,8260
11610;71,3420;5,8280
11611;71,3710;5,8810
11612;71,4170;5,8880
11613;71,5160;5,8140
11614;71,4250;5,8150
11615;71,4960;5,8200
11616;71,4770;5,8110
11617;71,4510;5,8140
11618;71,3390;5,7490
11619;71,3930;5,8420
11620;71,5780;5,8330
11621;71,4010;5,8770
11622;71,3460;5,8110
11623;71,4610;5,7970
11624;71,3690;5,8010
11625;71,3990;5,8140
11626;71,2710;5,8170
11627;71,4130;5,8550
11628;71,3740;5,8080
11629;71,3860;5,7870
11630;71,3120;5,7840
11631;71,4420;5,8090
11632;71,3690;5,8270
11633;71,3300;5,8360
11634;71,4970;5,8250
11635;71,3810;5,8180
11636;71,4960;5,8050
11637;71,4190;5,7860
11638;71,5360;5,8240
11639;71,4270;5,8300
11640;71,4220;5,8000
11641;71,4770;5,7990
11642;71,4230;5,8410
11643;71,4370;5,8420
11644;71,4430;5,7960
11645;71,4390;5,8110
11646;71,4570;5,8120
11647;71,4560;5,8450
11648;71,3550;5,8060
11649;71,3830;5,8590
11650;71,3560;5,8140
11651;71,3470;5,8560
11652;71,3720;5,8360
11653;71,5220;5,8580
11654;71,3700;5,8260
11655;71,4890;5,8070
11656;71,4090;5,8330
11657;71,2290;5,8060
11658;71,4240;5,7600
11659;71,5140;5,8230
11660;71,4280;5,8240
11661;71,4350;5,8090
11662;71,3550;5,8240
11663;71,4550;5,7980
11664;71,3920;5,8260
11665;71,3790;5,8580
11666;71,3750;5,8090
11667;71,4770;5,8180
11668;71,4670;5,8120
11669;71,4700;5,8500
11670;71,3810;5,8590
11671;71,3770;5,8680
11672;71,5270;5,7960
11673;71,3090;5,8650
11674;71,4150;5,8230
11675;71,4640;5,7950
11676;71,4070;5,8250
11677;71,4220;5,8060
11678;71,4100;5,7810
11679;71,3310;5,8130
11680;71,4300;5,7960
11681;71,4470;5,8230
11682;71,4870;5,7980
11683;71,4560;5,8280
11684;71,5520;5,8120
11685;71,5760;5,8280
11686;71,3780;5,8610
11687;71,4610;5,8080
11688;71,3820;5,8150
11689;71,4800;5,8230
11690;71,3800;5,8420
11691;71,3900;5,8640
11692;71,4290;5,8230
11693;71,5060;5,8070
11694;71,4680;5,8160
11695;71,3970;5,8420
11696;71,4780;5,8480
11697;71,3760;5,8320
11698;71,4120;5,8160
11699;71,5410;5,8110
11700;71,3860;5,8600
11701;71,5040;5,8010
11702;71,3820;5,8430
11703;71,4440;5,8110
11704;71,4850;5,8190
11705;71,5220;5,8350
11706;71,4920;5,8510
11707;71,4490;5,8700
11708;71,3730;5,8180
11709;71,3830;5,8270
11710;71,4620;5,8600
11711;71,4670;5,8120
11712;71,4300;5,8130
11713;71,4660;5,8060
11714;71,4160;5,8370
11715;71,4530;5,7650
11716;71,4380;5,7980
11717;71,4060;5,8140
11718;71,4460;5,8120
11719;71,4870;5,8110
11720;70,8560;5,8580
11721;71,3850;5,8200
11722;71,4510;5,8290
11723;71,3690;5,8190
11724;71,3900;5,8100
11725;71,5000;5,8130
11726;71,4620;5,8450
11727;71,4060;5,8350
11728;71,3460;5,8180
11729;71,5310;5,8760
11730;71,4110;5,8040
11731;71,3650;5,8110
11732;71,4690;5,8960
11733;71,5130;5,7950
11734;71,3960;5,8320
11735;71,3580;5,8040
11736;71,4870;5,8030
11737;71,3510;5,7860
11738;71,4070;5,8320
11739;71,4380;5,8170
11740;71,3950;5,8040
11741;71,5170;5,8180
11742;71,5100;5,7860
11743;71,3920;5,8130
11744;71,4160;5,8070
11745;71,4140;5,8680
11746;71,3730;5,8220
11747;71,4880;5,8390
11748;71,4560;5,9380
11749;71,3960;5,8220
11750;71,4950;5,8130
11751;71,3950;5,8050
11752;71,3900;5,7980
11753;71,3850;5,8180
11754;71,3620;5,8000
11755;71,3630;5,8330
11756;71,4710;5,8430
11757;71,4450;5,8320
11758;71,3730;5,8540
11759;71,5000;5,8410
11760;71,3780;5,7850
11761;71,4090;5,8620
11762;71,3780;5,9880
11763;71,4380;5,8720
11764;71,4960;5,9800
11765;71,4720;5,8120
11766;71,3550;5,8850
11767;71,3560;5,7920
11768;71,4490;5,7990
11769;71,3920;5,8240
11770;71,4970;5,8250
11771;71,3690;5,8130
11772;71,4280;5,8040
11773;71,3660;5,8410
11774;71,4550;5,8180
11775;71,4760;5,8480
11776;71,4540;5,8030
11777;71,3430;5,8240
11778;71,4380;5,8150
11779;71,5580;5,8400
11780;71,4370;5,8190
11781;71,4960;5,8320
11782;71,4780;5,8070
11783;71,4490;5,8380
11784;71,4920;5,7960
11785;71,3590;5,8040
11786;71,4260;5,8360
11787;71,3620;5,8010
11788;71,4790;5,8810
11789;71,5170;5,8400
11790;71,4340;5,8470
11791;71,3900;5,8290
11792;71,4700;5,8440
11793;71,4960;5,8060
11794;71,3430;5,8550
11795;71,4360;5,8050
11796;71,3500;5,8460
11797;71,4090;5,8250
11798;71,4360;5,7920
11799;71,4920;5,8210
11800;71,4830;5,8250
11801;71,4960;5,8310
11802;71,5720;5,8140
11803;71,4240;5,8810
11804;71,4090;5,8110
11805;71,4750;5,8530
11806;71,3830;5,8370
11807;71,4930;5,8300
11808;71,3120;5,8000
11809;71,4090;5,8480
11810;71,5490;5,8210
11811;71,3810;5,8090
11812;71,4360;5,8010
11813;71,1850;5,7950
11814;71,4500;5,8190
11815;71,3100;5,8160
11816;71,4810;5,8680
11817;71,3650;5,8150
11818;71,3940;5,8860
11819;71,4750;5,8290
11820;71,4590;5,8050
11821;71,3360;5,7950
11822;71,4840;5,8110
11823;71,4500;5,8140
11824;71,4900;5,8440
11825;71,3930;5,8350
11826;71,4600;5,8420
11827;71,4510;5,8260
11828;71,4400;5,8060
11829;71,4530;5,8060
11830;71,5170;5,7980
11831;71,3490;5,8500
11832;71,4420;5,8180
11833;71,4550;5,8100
11834;71,4680;5,8480
11835;71,3990;5,8120
11836;71,4590;5,8950
11837;71,4580;5,8300
11838;71,3890;5,8230
11839;71,4600;5,8510
11840;71,4910;5,8240
11841;71,3560;5,8150
11842;71,4190;5,8280
11843;71,3300;5,8380
11844;71,3550;5,7880
11845;71,4300;5,8530
11846;71,4660;5,8010
11847;71,6090;5,8430
11848;71,4170;5,8040
11849;71,4490;5,8180
11850;71,4290;5,8200
11851;71,4620;5,7840
11852;71,4940;5,8360
11853;71,3970;5,8380
11854;71,4230;5,7980
11855;71,4510;5,8080
11856;71,4340;5,7830
11857;71,4340;5,7890
11858;71,3490;5,8340
11859;71,5050;5,8290
11860;71,3460;5,8420
11861;71,4160;5,8810
11862;71,4680;5,8040
11863;71,2910;5,8020
11864;71,5430;5,8200
11865;71,5050;5,8250
11866;71,3670;5,8350
11867;71,4210;5,8470
