ÜRÜN NO;DIÞ ÇAP;YÜKSEKLÝK
5732;71,4650;5,8590
5733;71,5140;5,8030
5734;71,4490;5,8300
5735;71,5140;5,8490
5736;71,3660;5,8200
5737;71,5000;5,8580
5738;71,4580;5,9120
5739;71,3890;5,8220
5740;71,3970;5,8710
5741;71,4800;5,8310
5742;71,4610;5,8610
5743;71,4580;5,8160
5744;71,4040;5,8570
5745;71,3990;5,8770
5746;71,4260;5,8500
5747;71,5060;5,8280
5748;71,4890;5,8520
5749;71,4150;5,8400
5750;71,4780;5,8440
5751;71,4870;5,8460
5752;71,4770;5,8410
5753;71,4770;5,8370
5754;71,4460;5,8490
5755;71,5430;5,8040
5756;71,4290;5,8550
5757;71,4840;5,8810
5758;71,5060;5,8390
5759;71,5050;5,8150
5760;71,3920;5,8500
5761;71,3790;5,8130
5762;71,5240;5,8790
5763;71,4830;5,8340
5764;71,4040;5,8420
5765;71,4790;5,8730
5766;71,4860;5,8390
5767;71,4590;5,8260
5768;71,4550;5,8620
5769;71,4480;5,8270
5770;71,3210;5,8670
5771;71,4020;5,9220
5772;71,4710;5,6770
5773;71,3890;5,8360
5774;71,4120;5,8500
5775;71,3920;5,9050
5776;71,4580;5,8700
5777;71,4600;5,8750
5778;71,4430;5,9550
5779;71,5340;5,8390
5780;71,3450;5,7890
5781;71,4840;5,8490
5782;71,4030;5,8300
5783;71,5360;5,8320
5784;71,4590;5,8080
5785;71,5130;5,8100
5786;71,5190;5,8200
5787;71,4410;5,8360
5788;71,4080;5,8770
5789;71,4780;5,8630
5790;71,5200;5,8220
5791;71,4560;5,8400
5792;71,4760;5,8320
5793;71,4120;5,8300
5794;71,3770;5,8580
5795;71,3940;5,8750
5796;71,3920;5,8230
5797;71,4980;5,8610
5798;71,4930;5,8390
5799;71,4030;5,8570
5800;71,3980;5,8830
5801;71,4450;5,8580
5802;71,4550;5,8350
5803;71,4530;5,8680
5804;71,4610;5,8400
5805;71,5380;5,8520
5806;71,4180;5,9230
5807;71,4090;5,8710
5808;71,3530;5,8340
5809;71,4570;5,8560
5810;71,5250;5,8710
5811;71,3880;5,8530
5812;71,5300;5,8480
5813;71,4410;5,8670
5814;71,4640;5,8910
5815;71,4490;5,8110
5816;71,4540;5,8630
5817;71,4940;5,8330
5818;71,4490;5,8450
5819;71,3620;5,8710
5820;71,3680;5,8230
5821;71,4140;5,8400
5822;71,4890;5,8390
5823;71,5010;5,8550
5824;71,5310;5,8280
5825;71,4830;5,8510
5826;71,4580;5,8200
5827;71,3910;5,8820
5828;71,4530;5,8250
5829;71,4890;5,8380
5830;71,4560;5,8130
5831;71,3640;5,8600
5832;71,4940;5,8340
5833;71,4160;5,8630
5834;71,4300;5,8300
5835;71,4970;5,8390
5836;71,4560;5,8290
5837;71,4950;5,8310
5838;71,4680;5,8400
5839;71,4590;5,8340
5840;71,3810;5,8540
5841;71,3910;5,8440
5842;71,4830;5,8520
5843;71,3770;5,8470
5844;71,4880;5,8300
5845;71,4560;5,8250
5846;71,5050;5,8710
5847;71,3770;5,9480
5848;71,4340;5,8550
5849;71,5510;5,8280
5850;71,3570;5,8410
5851;71,4380;5,8670
5852;71,4400;5,8020
5853;71,4970;5,8330
5854;71,4380;5,8560
5855;71,5080;5,8160
5856;71,5160;5,8540
5857;71,5040;5,8400
5858;71,4670;5,8170
5859;71,4000;5,8370
5860;71,4140;5,8730
5861;71,4360;5,8740
5862;71,4880;5,8570
5863;71,3830;5,9920
5864;71,3850;5,8880
5865;71,5020;5,8430
5866;71,3200;5,9400
5867;71,5360;5,8180
5868;71,5400;5,8500
5869;71,5180;5,8420
5870;71,5540;5,8480
5871;71,4230;5,8170
5872;71,4670;5,8330
5873;71,4560;5,8250
5874;71,3710;5,8010
5875;71,4030;5,8290
5876;71,4490;5,8750
5877;71,4740;5,8750
5878;71,4000;5,8990
5879;71,5520;5,8650
5880;71,4740;5,8120
5881;71,4550;5,8690
5882;71,4680;5,8050
5883;71,4020;5,8310
5884;71,4770;5,8660
5885;71,3010;5,7790
5886;71,5370;5,8470
5887;71,4100;5,8230
5888;71,4040;5,8580
5889;71,3220;5,8960
5890;71,4380;5,8490
5891;71,4710;5,9020
5892;71,4340;5,8510
5893;71,3260;5,8430
5894;71,4680;5,8320
5895;71,4930;5,8470
5896;71,4430;5,8510
5897;71,4460;5,8540
5898;71,3960;5,8850
5899;71,5200;5,8510
5900;71,4440;5,8420
5901;71,3960;5,8370
5902;71,5150;5,8480
5903;71,5050;5,8620
5904;71,4480;5,8410
5905;71,4480;5,8840
5906;71,5320;5,8370
5907;71,3390;5,8560
5908;71,4320;5,8500
5909;71,4540;5,8550
5910;71,5130;5,8510
5911;71,5040;5,8380
5912;71,3960;5,8610
5913;71,5010;5,8960
5914;71,4710;5,8310
5915;71,3960;5,8600
5916;71,5090;5,8550
5917;71,4290;5,8470
5918;71,5060;5,9190
5919;71,4820;5,8270
5920;71,4610;5,8990
5921;71,5030;5,8570
5922;71,5310;5,8440
5923;71,4890;5,8290
5924;71,3660;5,8450
5925;71,5340;5,7770
5926;71,4130;5,8430
5927;71,4510;5,8600
5928;71,5340;5,8180
5929;71,4440;5,8330
5930;71,4550;5,8130
5931;71,5160;5,8110
5932;71,4930;5,8270
5933;71,5960;5,8300
5934;71,4040;5,8220
5935;71,4810;5,8980
5936;71,3260;5,8350
5937;71,4490;5,8760
5938;71,3900;5,8520
5939;71,5020;5,8180
5940;71,4950;5,8560
5941;71,3480;5,8610
5942;71,3970;5,9140
5943;71,3350;5,8310
5944;71,4440;5,8350
5945;71,4580;5,8460
5946;71,4320;5,8500
5947;71,4150;5,9140
5948;71,3690;5,8360
5949;71,5050;5,8660
5950;71,5270;5,8630
5951;71,3660;5,8240
5952;71,2360;5,8340
5953;71,4280;5,8700
5954;71,3760;5,8710
5955;71,4250;5,8520
5956;71,5090;5,8080
5957;71,4140;5,8300
5958;71,4220;5,8240
5959;71,5310;5,8280
5960;71,4510;5,8430
5961;71,4690;5,8370
5962;71,4080;5,8320
5963;71,4730;5,8330
5964;71,3910;5,8330
5965;71,4870;5,8150
5966;71,4180;5,8210
5967;71,5500;5,8940
5968;71,3930;5,8530
5969;71,4620;5,8480
5970;71,5420;5,8650
5971;71,4320;5,8070
5972;71,4780;5,8310
5973;71,4030;5,8840
5974;71,4900;5,8610
5975;71,4790;5,8970
5976;71,4230;5,8360
5977;71,4250;5,8570
5978;71,5460;5,9290
5979;71,4910;5,8740
5980;71,3380;5,8920
5981;71,4090;5,8150
5982;71,4580;5,8140
5983;71,3980;5,8240
5984;71,4680;5,8170
5985;71,4890;5,9160
5986;71,4810;5,8250
5987;71,4550;5,8480
5988;71,5270;5,8520
5989;71,4660;5,8380
5990;71,4930;5,8200
5991;71,4920;5,8480
5992;71,4970;5,8720
5993;71,4430;5,8480
5994;71,4890;5,8760
5995;71,4380;5,8740
5996;71,5190;5,8800
5997;71,4540;5,8450
5998;71,4650;5,8600
5999;71,2310;5,8400
6000;71,3170;5,8430
6001;71,5040;5,8290
6002;71,4750;5,8150
6003;71,3960;5,8610
6004;71,4680;5,8930
6005;71,4200;5,9020
6006;71,3830;5,8300
6007;71,3310;5,8460
6008;71,3930;5,8490
6009;71,4250;5,8090
6010;71,5220;5,8410
6011;71,4560;5,8520
6012;71,4260;5,8170
6013;71,5100;5,8590
6014;71,3660;5,8480
6015;71,4880;5,8450
6016;71,4880;5,8870
6017;71,4480;5,8740
6018;71,5200;5,8640
6019;71,3900;5,8220
6020;71,4520;5,8620
6021;71,4440;5,9510
6022;71,3960;5,8600
6023;71,4470;5,8440
6024;71,3320;5,8260
6025;71,4260;5,8630
6026;71,4200;5,8280
6027;71,3780;5,8340
6028;71,4760;5,8190
6029;71,3700;5,8760
6030;71,4490;5,8450
6031;71,4260;5,8200
6032;71,4850;5,7970
6033;71,4030;5,9070
6034;71,3820;5,8570
6035;71,4830;5,8540
6036;71,5310;5,8430
6037;71,5030;5,8510
6038;71,3090;5,8480
6039;71,4290;5,8610
6040;71,4950;5,8690
6041;71,4770;5,8360
6042;71,3760;5,8420
6043;71,3010;5,8260
6044;71,4670;5,8200
6045;71,4850;5,9170
6046;71,3810;5,8500
6047;71,4830;5,8710
6048;71,5070;5,8340
6049;71,4290;5,8030
6050;71,4010;5,8390
6051;71,4150;5,8440
6052;71,4800;5,8430
6053;71,4720;5,8400
6054;71,3670;5,8470
6055;71,4270;5,8620
6056;71,4770;5,8270
6057;71,4440;5,8440
6058;71,5030;5,8360
6059;71,4600;5,8640
6060;71,4420;5,8930
6061;71,5110;5,8350
6062;71,4190;5,8580
6063;71,4340;5,8650
6064;71,4860;5,8500
6065;71,4990;5,8440
6066;71,4850;5,8390
6067;71,4570;5,8510
6068;71,4150;5,8490
6069;71,5150;5,8720
6070;71,4860;5,8350
6071;71,5090;5,8340
6072;71,4610;5,8190
6073;71,5040;5,8340
6074;71,5270;5,8880
6075;71,3790;5,7910
6076;71,4840;5,8400
6077;71,4520;5,8120
6078;71,5350;5,8420
6079;71,3800;5,8100
6080;71,3870;5,9040
6081;71,4010;5,8500
6082;71,4140;5,8480
6083;71,5290;5,8340
6084;71,4660;5,7950
6085;71,4190;5,8670
6086;71,4360;5,8410
6087;71,4400;5,8640
6088;71,3540;5,8430
6089;71,4120;5,8600
6090;71,4130;5,8300
6091;71,4170;5,8420
6092;71,3710;5,8290
6093;71,5220;5,8130
6094;71,4710;5,8460
6095;71,4810;5,8550
6096;71,4860;5,8520
6097;71,4470;5,8230
6098;71,3320;5,8890
6099;71,4330;5,8760
6100;71,3250;5,8520
6101;71,4420;5,8300
6102;71,4500;5,8110
6103;71,4470;5,8350
6104;71,5030;5,8640
6105;71,4340;5,8490
6106;71,3820;5,8400
6107;71,4350;5,8280
6108;71,4000;5,8140
6109;71,4810;5,8500
6110;71,4590;5,9200
6111;71,3760;5,8820
6112;71,4450;5,8350
6113;71,3870;5,8800
6114;71,4050;5,8440
6115;71,4110;5,8370
6116;71,4080;5,8470
6117;71,4470;5,8760
6118;71,4500;5,8370
6119;71,5080;5,8310
6120;71,4120;5,8240
6121;71,4750;5,8650
6122;71,4400;5,8080
6123;71,5270;5,8430
6124;71,4370;5,8860
6125;71,3770;5,8560
6126;71,4440;5,8370
6127;71,4000;5,8350
6128;71,5930;5,8290
6129;71,3440;5,8340
6130;71,4450;5,8560
6131;71,4900;5,8360
6132;71,3370;5,8560
6133;71,4830;5,8340
6134;71,4950;5,8260
6135;71,4330;5,8110
6136;71,4860;5,8300
6137;71,4930;5,7590
6138;71,4120;5,8340
6139;71,4450;5,8590
6140;71,4490;5,8560
6141;71,5590;5,8170
6142;71,5670;5,8270
6143;71,5110;5,8150
6144;71,5630;5,9330
6145;71,4690;5,8700
6146;71,4610;5,8460
6147;71,4810;5,8170
6148;71,3400;5,8760
6149;71,4750;5,8960
6150;71,4000;5,8170
6151;71,4310;5,8210
6152;71,4730;5,8350
6153;71,3840;5,8230
6154;71,3830;5,8630
6155;71,4110;5,8360
6156;71,3880;5,9260
6157;71,4260;5,8330
6158;71,3610;5,8640
6159;71,3580;5,8500
6160;71,4790;5,8340
6161;71,5220;5,8220
6162;71,3850;5,7990
6163;71,4330;5,8730
6164;71,5320;5,8960
6165;71,4520;5,8120
6166;71,3990;5,8470
6167;71,4520;5,8540
6168;71,5100;5,8190
6169;71,4930;5,8290
6170;71,4940;5,8720
6171;71,4030;5,8230
6172;71,4290;5,8510
6173;71,4330;5,8330
6174;71,4700;5,8160
6175;71,5310;5,8470
6176;71,4690;5,8230
6177;71,4590;5,8750
6178;71,4110;5,8920
6179;71,4980;5,8630
6180;71,4010;5,8180
6181;71,4640;5,8420
6182;71,4180;5,8170
6183;71,4510;5,7890
6184;71,3980;5,8470
6185;71,4450;5,8420
6186;71,4640;5,8340
6187;71,3910;5,8720
6188;71,4750;5,8280
6189;71,4680;5,8770
6190;71,5050;5,8360
6191;71,5700;5,8670
6192;71,5090;5,8550
6193;71,3950;5,8570
6194;71,5270;5,8070
6195;71,4520;5,8210
6196;71,4750;5,8660
6197;71,4020;5,8050
6198;71,4620;5,8110
6199;71,5230;5,8320
6200;71,4900;5,8280
6201;71,4550;5,8230
6202;71,4820;5,8540
6203;71,4030;5,8090
6204;71,5430;5,8360
6205;71,4720;5,8820
6206;71,3960;5,9040
6207;71,4470;5,8230
6208;71,5650;5,8780
6209;71,4580;5,8550
6210;71,4890;5,8380
6211;71,4780;5,8360
6212;71,5160;5,8260
6213;71,4530;5,8330
6214;71,5260;5,8300
6215;71,5060;5,9020
6216;71,4820;5,8890
6217;71,4030;5,8420
6218;71,4580;5,8560
6219;71,3730;5,8500
6220;71,3690;5,8420
6221;71,4550;5,8380
6222;71,4730;5,8750
6223;71,3190;5,8480
6224;71,4130;5,6580
6225;71,4110;5,8460
6226;71,4430;5,8200
6227;71,4330;5,8440
6228;71,5070;5,8390
6229;71,4760;5,8510
6230;71,4480;5,8260
6231;71,4980;5,8430
6232;71,5040;5,8470
6233;71,4690;5,8400
6234;71,4130;5,8210
6235;71,4660;5,8170
6236;71,3690;5,8450
6237;71,4770;5,8880
6238;71,5130;5,9890
6239;71,3790;5,8540
6240;71,3910;5,8220
6241;71,3980;5,8910
6242;71,5220;5,8180
6243;71,4210;5,8560
6244;71,4640;5,8220
6245;71,4010;5,8520
6246;71,4620;5,8220
6247;71,4400;5,8370
6248;71,3040;5,8360
6249;71,4540;5,8220
6250;71,4130;5,8410
6251;71,3770;5,8310
6252;71,4160;5,8380
6253;71,3950;5,8520
6254;71,4880;5,8600
6255;71,4620;5,8340
6256;71,3970;5,8980
6257;71,5010;5,8620
6258;71,4660;5,8510
6259;71,4150;5,8300
6260;71,5390;5,8370
6261;71,4280;5,8040
6262;71,4220;5,8510
6263;71,5640;5,8410
6264;71,4790;5,8410
6265;71,4660;5,8130
6266;71,4530;5,8160
6267;71,4430;5,8540
6268;71,5300;5,8520
6269;71,4650;5,8470
6270;71,4120;5,8280
6271;71,4590;5,7960
6272;71,4620;5,8400
6273;71,4100;5,8410
6274;71,3950;5,8580
6275;71,4280;5,8290
6276;71,4450;5,8290
6277;71,4460;5,8380
6278;71,4880;5,8670
6279;71,4860;5,8420
6280;71,4900;5,8160
6281;71,4360;5,8490
6282;71,4220;5,8350
6283;71,4060;5,8400
6284;71,4830;5,8500
6285;71,4820;5,8180
6286;71,3970;5,9160
6287;71,4560;5,8430
6288;71,3570;5,8460
6289;71,4140;5,8290
6290;71,5220;5,8060
6291;71,5300;5,9080
6292;71,4260;5,8040
6293;71,3950;5,8710
6294;71,4900;5,8540
6295;71,4070;5,8210
6296;71,5180;5,8660
6297;71,4800;5,8470
6298;71,5110;5,8520
6299;71,3730;5,8630
6300;71,4320;5,8610
6301;71,3830;5,8740
6302;71,4620;5,8430
6303;71,3650;5,8190
6304;71,4630;5,8200
6305;71,4930;5,8250
6306;71,4620;5,8380
6307;71,4180;5,8380
6308;71,4120;5,8360
6309;71,3380;5,8610
6310;71,5050;5,8420
6311;71,3830;5,8610
6312;71,4720;5,8270
6313;71,4930;5,8730
6314;71,4500;5,8750
6315;71,5290;5,8420
6316;71,4770;5,8200
6317;71,5040;5,8440
6318;71,5390;5,8350
6319;71,4510;5,8690
6320;71,5140;5,8210
6321;71,4200;5,8070
6322;71,4000;5,8860
6323;71,4160;5,8400
6324;71,4890;5,8650
6325;71,4630;5,8290
6326;71,4400;5,8150
6327;71,4700;5,8370
6328;71,4000;5,8170
6329;71,4730;5,8320
6330;71,4980;5,8530
6331;71,4280;5,8550
6332;71,4710;5,8460
6333;71,4780;5,9120
6334;71,4720;5,8920
6335;71,5360;5,8370
6336;71,5660;5,8460
6337;71,4490;5,8200
6338;71,5540;5,8400
6339;71,4510;5,8410
6340;71,3930;5,8160
6341;71,4990;5,8280
6342;71,4600;5,8500
6343;71,4360;5,8680
6344;71,4810;5,8140
6345;71,4240;5,8300
6346;71,5100;5,8380
6347;71,5280;5,8330
6348;71,4800;5,8270
6349;71,4760;5,8650
6350;71,2730;5,8240
6351;71,4770;5,8270
6352;71,4110;5,8610
6353;71,5670;5,8370
6354;71,3820;5,8220
6355;71,4840;5,8280
6356;71,4240;5,8160
6357;71,5070;5,8140
6358;71,4840;5,8190
6359;71,4160;5,8150
6360;71,4920;5,8080
6361;71,3890;5,8690
6362;71,3830;5,8260
6363;71,4570;5,8040
6364;71,4860;5,8180
6365;71,4360;5,8680
6366;71,4780;5,8700
6367;71,5580;5,8680
6368;71,5610;5,9740
6369;71,4260;5,8600
6370;71,3670;5,8550
6371;71,4920;5,8130
6372;71,3900;5,8320
6373;71,3970;5,8640
6374;71,4840;5,8650
6375;71,5430;5,8650
6376;71,4620;5,8150
6377;71,4250;5,8600
6378;71,4820;5,8240
6379;71,4170;5,8640
6380;71,4500;5,8260
6381;71,4750;5,8320
6382;71,4560;5,8110
6383;71,3830;5,8320
6384;71,5190;5,8600
6385;71,4550;5,8480
6386;71,3310;5,8570
6387;71,4800;5,8400
6388;71,5100;5,8420
6389;71,4760;5,8420
6390;71,3800;5,8610
6391;71,4650;5,8820
6392;71,3860;5,8750
6393;71,4770;5,8290
6394;71,4870;5,8700
6395;71,4690;5,8950
6396;71,5180;5,8230
6397;71,5040;5,8100
6398;71,4790;5,8720
6399;71,5420;5,8950
6400;71,7890;5,8080
6401;71,5000;5,8330
6402;71,4600;5,8660
6403;71,4820;5,8190
6404;71,4020;5,8200
6405;71,5030;5,8930
6406;71,4200;5,9650
6407;71,4720;5,8230
6408;71,4630;5,8410
6409;71,5480;5,7940
6410;71,4620;5,8360
6411;71,3740;5,8480
6412;71,4760;5,8270
6413;71,4630;5,8460
6414;71,4100;5,8210
6415;71,4090;5,8470
6416;71,4620;5,8320
6417;71,4040;5,8570
6418;71,4250;5,8500
6419;71,4060;5,8650
6420;71,4310;5,8460
6421;71,5020;5,8880
6422;71,4720;5,8310
6423;71,5210;5,8450
6424;71,4130;5,8410
6425;72,2630;5,9270
6426;71,3850;5,8520
6427;71,4200;5,8290
6428;71,3960;5,8410
6429;71,4630;5,8290
6430;71,4870;5,8340
6431;71,4270;5,8470
6432;71,4550;5,8250
6433;71,4110;5,8970
6434;71,3910;5,8410
6435;71,4880;5,8550
6436;71,4560;5,8480
6437;71,4600;5,8710
6438;71,4830;5,7950
6439;71,5090;5,8430
6440;71,4750;5,8500
6441;71,5180;5,8890
6442;71,3890;5,8350
6443;71,5030;5,8170
6444;71,4160;5,8370
6445;71,4620;5,8470
6446;71,4300;5,8870
6447;71,5330;5,8210
6448;71,3550;5,8270
6449;71,4240;5,8340
6450;71,2980;5,8340
6451;71,4990;5,8590
6452;71,4360;5,8490
6453;71,4870;5,8570
6454;71,3850;5,8810
6455;71,4580;5,8560
6456;71,5170;5,8670
6457;71,4360;5,8600
6458;71,5710;5,8090
6459;71,4050;5,8440
6460;71,4890;5,8270
6461;71,5210;5,8350
6462;71,4610;5,8620
6463;71,4790;5,8410
6464;71,4570;5,8490
6465;71,4380;5,8300
6466;71,4260;5,8290
6467;71,4810;5,8400
6468;71,5210;5,8770
6469;71,5400;5,8210
6470;71,4980;5,8450
6471;71,3750;5,8830
6472;71,5370;5,8270
6473;71,4800;5,8570
6474;71,4390;5,9190
6475;71,4800;5,8290
6476;71,4920;5,8230
6477;71,4810;5,9100
6478;71,4310;5,8380
6479;71,4890;5,8410
6480;71,3580;5,8540
6481;71,4130;5,8520
6482;71,4050;5,8380
6483;71,3940;5,8640
6484;71,4250;5,8400
6485;71,4240;5,8510
6486;71,5390;5,8260
6487;71,5600;5,8420
6488;71,3460;5,8900
6489;71,4530;5,8260
6490;71,5220;5,8360
6491;71,4980;5,8650
6492;71,4720;5,8070
6493;71,2090;5,8350
6494;71,4380;5,8370
6495;71,4580;5,8570
6496;71,4890;5,8170
6497;71,5260;5,8520
6498;71,4110;5,8350
6499;71,4690;5,8470
6500;71,4610;5,9370
6501;71,5060;5,8500
6502;71,4600;5,7810
6503;71,4680;5,8300
6504;71,4340;5,8570
6505;71,5180;5,8260
6506;71,3350;5,8400
6507;71,4770;5,8570
6508;71,4550;5,8670
6509;71,4920;5,8560
6510;71,4460;5,8570
6511;71,4110;5,8690
6512;71,5180;5,7970
6513;71,3740;5,8380
6514;71,5610;5,8260
6515;71,4740;5,8990
6516;71,4440;5,8840
6517;71,4140;5,8270
6518;71,4020;5,8300
6519;71,5480;5,8320
6520;71,6740;5,8750
6521;71,4500;5,8920
6522;71,5960;5,9570
6523;71,4550;5,8620
6524;71,5560;5,8410
6525;71,5450;5,8350
6526;71,4880;5,8180
6527;71,4830;5,8350
6528;71,4190;5,8480
6529;71,5420;5,8830
6530;71,1850;5,8080
6531;71,4040;5,7820
6532;71,4630;5,8270
6533;71,5780;5,8140
6534;71,3560;5,8540
6535;71,5580;5,9110
6536;71,4380;5,8890
6537;71,5490;5,8270
6538;71,4910;5,8860
6539;71,5030;5,8430
6540;71,4830;5,8270
6541;71,5350;5,8690
6542;71,4560;5,8390
6543;71,5100;5,8130
6544;71,3880;5,8420
6545;71,4200;5,8680
6546;71,4390;5,8800
6547;71,5460;5,8640
6548;71,4960;5,8930
6549;71,5360;5,8410
6550;71,5390;5,8810
6551;71,5230;5,8350
6552;71,5330;5,9230
6553;71,5390;5,8290
6554;71,3320;5,8090
6555;71,4340;5,8470
6556;71,4970;5,8260
6557;71,5020;5,8540
6558;71,3440;5,8340
6559;71,3800;5,8030
6560;71,5020;5,8220
6561;71,4890;5,8070
6562;71,4940;5,8390
6563;71,4240;5,8090
6564;71,3650;5,8570
6565;71,4680;5,8310
6566;71,4560;5,8340
6567;71,4540;5,8210
6568;71,5620;5,8480
6569;71,4580;5,8210
6570;71,5510;5,8700
6571;71,5240;5,8350
6572;71,4460;5,8630
6573;71,4350;5,8080
6574;71,4490;5,8570
6575;71,4580;5,8430
6576;71,4930;5,8470
6577;71,4790;5,8300
6578;71,4960;5,8330
6579;71,4400;5,8940
6580;71,5070;5,8160
6581;71,5160;5,8240
6582;71,4950;5,8530
6583;71,4550;5,8560
6584;71,4270;5,8520
6585;71,4140;5,8240
6586;71,4760;5,8400
6587;71,4550;5,8410
6588;71,4270;5,8240
6589;71,5080;5,9050
6590;71,4630;5,8400
6591;71,4000;5,8410
6592;71,5340;5,8930
6593;71,5640;5,8270
6594;71,3990;5,8370
6595;71,3820;5,8160
6596;71,5310;5,8450
6597;71,5860;5,8560
6598;71,4710;5,8480
6599;71,4470;5,8370
6600;71,8980;5,8330
6601;71,4680;5,8380
6602;71,3230;5,8500
6603;71,4510;5,8680
6604;71,4950;5,8610
6605;71,4930;5,8160
6606;71,3510;5,8470
6607;71,4570;5,8060
6608;71,4970;5,8500
6609;71,3720;5,8310
6610;71,4820;5,8480
6611;71,3480;5,8330
6612;71,3920;5,8630
6613;71,4790;5,8680
6614;71,4980;5,8670
6615;71,5110;5,8600
6616;71,5250;5,8590
6617;71,4930;5,8430
6618;71,4520;5,8850
6619;71,4060;5,8540
6620;71,4440;5,8640
6621;71,4130;5,9270
6622;71,5200;5,8540
6623;71,4420;5,8590
6624;71,5270;5,8780
6625;71,4790;5,8080
6626;71,4090;5,8380
6627;71,4530;5,8620
6628;71,5020;5,8580
6629;71,4970;5,8530
6630;71,4730;5,8370
6631;71,4490;5,8390
6632;71,4790;5,8440
6633;71,5030;5,8360
6634;71,8980;5,8570
6635;71,4370;5,8290
6636;71,4730;5,8190
6637;71,4530;5,8440
6638;71,4540;5,8050
6639;71,3050;5,8080
6640;71,5120;5,8130
6641;71,5470;5,8590
6642;71,4350;5,8650
6643;71,3540;5,8650
6644;71,4010;5,8540
6645;71,4860;5,8520
6646;71,5030;5,8220
6647;71,4070;5,8860
6648;71,5010;5,8310
6649;71,4720;5,7940
6650;71,4210;5,8310
6651;71,4960;5,8670
6652;71,4550;5,8350
6653;71,3670;5,8260
6654;71,4920;5,8530
6655;71,4120;5,8550
6656;71,3640;5,8620
6657;71,8320;5,8870
6658;71,5180;5,8410
6659;71,4680;5,8530
6660;71,5330;5,8420
6661;71,4810;5,8590
6662;71,4550;5,8340
6663;71,5010;5,8600
6664;71,4240;5,8750
6665;71,4120;5,9070
6666;71,4260;5,8690
6667;71,4800;5,8920
6668;71,3690;5,8370
6669;71,3890;5,7990
6670;71,4730;5,7950
6671;71,4670;5,8740
6672;71,4900;5,8590
6673;71,4560;5,8120
6674;71,5290;5,8290
6675;71,5350;5,8630
6676;71,4300;5,8590
6677;71,4150;5,8160
6678;71,4940;5,8290
6679;71,4850;5,8500
6680;71,3870;5,8220
6681;71,3240;5,9330
6682;71,4530;5,8440
6683;71,3770;5,8210
6684;71,3980;5,8800
6685;71,4210;5,8290
6686;71,5010;5,8300
6687;71,5450;5,8800
6688;71,4590;5,8470
6689;71,4710;5,8350
6690;71,5510;5,8180
6691;71,5220;5,8760
6692;71,5350;5,8400
6693;71,4680;5,8320
6694;71,4560;5,8730
6695;71,5250;5,8620
6696;71,4650;5,8330
6697;71,3740;5,9570
6698;71,4810;5,8350
6699;71,3510;5,8180
6700;71,3920;5,8270
6701;71,5220;5,7120
6702;71,5390;5,8470
6703;71,5100;5,8490
6704;71,4860;5,8430
6705;71,4060;5,8530
6706;71,2910;5,8240
6707;71,4400;5,9010
6708;71,5160;5,8300
6709;71,3770;5,8760
6710;71,3980;5,8260
6711;71,4380;5,8480
6712;71,4110;5,8800
6713;71,5260;5,8440
6714;71,4650;5,8340
6715;71,5020;5,8370
6716;71,4710;5,8720
6717;71,5150;5,8740
6718;71,2610;5,8240
6719;71,4700;5,8340
6720;71,5040;5,8420
6721;71,4850;5,8260
6722;71,4610;5,8320
6723;71,3590;5,8760
6724;71,4780;5,8470
6725;71,4970;5,9410
6726;71,4710;5,8620
6727;71,4030;5,8590
6728;71,4900;5,8320
6729;71,4680;5,8350
6730;71,3900;5,8760
6731;71,5720;5,8810
6732;71,5140;5,7960
6733;71,4600;5,8840
6734;71,5580;5,8830
6735;71,5270;5,8780
6736;71,5210;5,8260
6737;71,3580;5,8490
6738;71,3930;5,8230
6739;71,3770;5,8520
6740;71,4230;5,8670
6741;71,4960;5,9520
6742;71,5220;5,8730
6743;71,4100;5,8440
6744;71,4600;5,8410
6745;71,4410;5,8380
6746;71,3890;5,7970
6747;71,5000;5,8290
6748;71,4950;5,8480
6749;71,4210;5,8290
6750;71,4120;5,8210
6751;71,5080;5,8330
6752;71,3880;5,8350
6753;71,4800;5,8260
6754;71,4150;5,7980
6755;71,5100;5,8510
6756;71,4100;5,8530
6757;71,4760;5,8370
6758;71,4020;5,8190
6759;71,5060;5,8910
6760;71,4160;5,8170
6761;71,4990;5,8370
6762;71,4720;5,8640
6763;71,5520;5,8610
6764;71,4180;5,8300
6765;71,4650;5,8410
6766;71,3770;5,8210
6767;71,4220;5,8480
6768;71,5490;5,8440
6769;71,4090;5,8460
6770;71,3680;5,8340
6771;71,3740;5,9730
6772;71,5020;5,8850
6773;71,5500;5,8590
6774;71,4430;5,8030
6775;71,4410;5,9090
6776;71,4810;5,8300
6777;71,4480;5,8710
6778;71,3890;5,8300
6779;71,4020;5,8730
6780;71,4900;5,8350
6781;71,4790;5,8270
6782;71,2290;5,8490
6783;71,5150;5,9070
6784;71,3680;5,8590
6785;71,4970;5,8260
6786;71,2650;5,9140
6787;71,5310;5,8350
6788;71,4680;5,8860
6789;71,4880;5,8940
6790;71,4410;5,8880
6791;71,4250;5,8480
6792;71,4940;5,9230
6793;71,4750;5,8920
6794;71,3850;5,8580
6795;71,4220;5,8700
6796;71,5230;5,8150
6797;71,3820;5,8340
6798;71,4600;5,8170
6799;71,4240;5,8450
6800;71,3930;5,8220
6801;71,4790;5,8530
6802;71,4670;5,8420
6803;71,4740;5,8420
6804;71,3670;5,8050
6805;71,4910;5,8170
